========================================
FPGA-FRIENDLY NETWORK (256-128-64)
Enhanced with lagged features & time index
========================================

Input features: 21 (lag=20 + time index)
Samples after lagging: 116381
Data split: Train=81466, Val=17457, Test=17458

Training Configuration:
  Optimizer: SGDM (momentum 0.9)
  Max epochs: 800
  L2 regularization: 0.0001

=== Starting Training ===
Training on single CPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |     RMSE     |     RMSE     |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|      92 |        7200 |       00:01:58 |         0.07 |         0.07 |       0.0025 |       0.0024 |          0.0100 |
|      92 |        7230 |       00:01:58 |         0.07 |         0.07 |       0.0022 |       0.0024 |          0.0100 |
|      92 |        7260 |       00:01:58 |         0.08 |         0.07 |       0.0028 |       0.0024 |          0.0100 |
|      93 |        7290 |       00:01:59 |         0.06 |         0.07 |       0.0021 |       0.0024 |          0.0100 |
|      93 |        7320 |       00:01:59 |         0.07 |         0.07 |       0.0022 |       0.0024 |          0.0100 |
|      94 |        7350 |       00:02:00 |         0.07 |         0.07 |       0.0023 |       0.0024 |          0.0100 |
|      94 |        7380 |       00:02:00 |         0.07 |         0.07 |       0.0027 |       0.0024 |          0.0100 |
|      94 |        7410 |       00:02:01 |         0.07 |         0.07 |       0.0024 |       0.0024 |          0.0100 |
|      95 |        7440 |       00:02:01 |         0.07 |         0.07 |       0.0026 |       0.0025 |          0.0100 |
|      95 |        7470 |       00:02:01 |         0.07 |         0.07 |       0.0024 |       0.0024 |          0.0100 |
|      95 |        7500 |       00:02:02 |         0.07 |         0.07 |       0.0026 |       0.0024 |          0.0100 |
|      96 |        7530 |       00:02:02 |         0.07 |         0.07 |       0.0022 |       0.0024 |          0.0100 |
|      96 |        7560 |       00:02:03 |         0.06 |         0.07 |       0.0021 |       0.0024 |          0.0100 |
|      97 |        7590 |       00:02:03 |         0.06 |         0.07 |       0.0020 |       0.0024 |          0.0100 |
|      97 |        7620 |       00:02:04 |         0.07 |         0.07 |       0.0023 |       0.0024 |          0.0100 |
|      97 |        7650 |       00:02:04 |         0.07 |         0.07 |       0.0024 |       0.0023 |          0.0100 |
|      98 |        7680 |       00:02:05 |         0.07 |         0.07 |       0.0026 |       0.0023 |          0.0100 |
|      98 |        7710 |       00:02:05 |         0.07 |         0.07 |       0.0022 |       0.0024 |          0.0100 |
|      98 |        7740 |       00:02:05 |         0.07 |         0.07 |       0.0022 |       0.0023 |          0.0100 |
|      99 |        7770 |       00:02:06 |         0.07 |         0.07 |       0.0025 |       0.0024 |          0.0100 |
|      99 |        7800 |       00:02:06 |         0.07 |         0.07 |       0.0025 |       0.0024 |          0.0100 |
|     100 |        7830 |       00:02:07 |         0.06 |         0.07 |       0.0021 |       0.0024 |          0.0100 |
|     100 |        7860 |       00:02:07 |         0.07 |         0.07 |       0.0023 |       0.0024 |          0.0100 |
|     100 |        7890 |       00:02:08 |         0.06 |         0.07 |       0.0021 |       0.0023 |          0.0100 |
|     101 |        7920 |       00:02:08 |         0.07 |         0.07 |       0.0023 |       0.0023 |          0.0100 |
|     101 |        7950 |       00:02:09 |         0.07 |         0.07 |       0.0024 |       0.0023 |          0.0100 |
|     102 |        7980 |       00:02:09 |         0.07 |         0.07 |       0.0024 |       0.0023 |          0.0100 |
|     102 |        8010 |       00:02:09 |         0.07 |         0.07 |       0.0025 |       0.0023 |          0.0100 |
|     102 |        8040 |       00:02:10 |         0.07 |         0.07 |       0.0026 |       0.0023 |          0.0100 |
|     103 |        8070 |       00:02:10 |         0.07 |         0.07 |       0.0024 |       0.0024 |          0.0100 |
|     103 |        8100 |       00:02:11 |         0.07 |         0.07 |       0.0022 |       0.0024 |          0.0100 |
|     103 |        8130 |       00:02:11 |         0.06 |         0.07 |       0.0020 |       0.0023 |          0.0100 |
|     104 |        8160 |       00:02:12 |         0.07 |         0.07 |       0.0021 |       0.0023 |          0.0100 |
|     104 |        8190 |       00:02:12 |         0.07 |         0.07 |       0.0023 |       0.0023 |          0.0100 |
|     105 |        8220 |       00:02:12 |         0.07 |         0.07 |       0.0023 |       0.0024 |          0.0100 |
|     105 |        8250 |       00:02:13 |         0.07 |         0.07 |       0.0023 |       0.0023 |          0.0100 |
|     105 |        8280 |       00:02:13 |         0.07 |         0.07 |       0.0023 |       0.0023 |          0.0100 |
|     106 |        8310 |       00:02:14 |         0.06 |         0.07 |       0.0020 |       0.0023 |          0.0100 |
|     106 |        8340 |       00:02:14 |         0.07 |         0.07 |       0.0022 |       0.0024 |          0.0100 |
|     106 |        8370 |       00:02:15 |         0.07 |         0.07 |       0.0023 |       0.0023 |          0.0100 |
|     107 |        8400 |       00:02:15 |         0.06 |         0.07 |       0.0021 |       0.0023 |          0.0100 |
|     107 |        8430 |       00:02:15 |         0.07 |         0.07 |       0.0023 |       0.0023 |          0.0100 |
|     108 |        8460 |       00:02:16 |         0.07 |         0.07 |       0.0022 |       0.0023 |          0.0100 |
|     108 |        8490 |       00:02:16 |         0.07 |         0.07 |       0.0024 |       0.0023 |          0.0100 |
|     108 |        8520 |       00:02:17 |         0.07 |         0.07 |       0.0022 |       0.0023 |          0.0100 |
|     109 |        8550 |       00:02:17 |         0.07 |         0.07 |       0.0024 |       0.0023 |          0.0100 |
|     109 |        8580 |       00:02:18 |         0.06 |         0.07 |       0.0021 |       0.0023 |          0.0100 |
|     109 |        8610 |       00:02:18 |         0.07 |         0.07 |       0.0024 |       0.0023 |          0.0100 |
|     110 |        8640 |       00:02:18 |         0.06 |         0.07 |       0.0020 |       0.0023 |          0.0100 |
|     110 |        8670 |       00:02:19 |         0.07 |         0.07 |       0.0021 |       0.0023 |          0.0100 |
|     111 |        8700 |       00:02:19 |         0.07 |         0.07 |       0.0023 |       0.0023 |          0.0100 |
|     111 |        8730 |       00:02:20 |         0.06 |         0.07 |       0.0019 |       0.0023 |          0.0100 |
|     111 |        8760 |       00:02:20 |         0.07 |         0.07 |       0.0024 |       0.0023 |          0.0100 |
|     112 |        8790 |       00:02:21 |         0.07 |         0.07 |       0.0024 |       0.0023 |          0.0100 |
|     112 |        8820 |       00:02:21 |         0.07 |         0.07 |       0.0023 |       0.0023 |          0.0100 |
|     113 |        8850 |       00:02:22 |         0.07 |         0.07 |       0.0022 |       0.0024 |          0.0100 |
|     113 |        8880 |       00:02:22 |         0.07 |         0.07 |       0.0024 |       0.0023 |          0.0100 |
|     113 |        8910 |       00:02:22 |         0.07 |         0.07 |       0.0025 |       0.0023 |          0.0100 |
|     114 |        8940 |       00:02:23 |         0.07 |         0.07 |       0.0025 |       0.0023 |          0.0100 |
|     114 |        8970 |       00:02:23 |         0.07 |         0.07 |       0.0024 |       0.0023 |          0.0100 |
|     114 |        9000 |       00:02:24 |         0.07 |         0.07 |       0.0023 |       0.0023 |          0.0100 |
|     115 |        9030 |       00:02:24 |         0.07 |         0.07 |       0.0023 |       0.0023 |          0.0100 |
|     115 |        9060 |       00:02:25 |         0.06 |         0.07 |       0.0020 |       0.0023 |          0.0100 |
|     116 |        9090 |       00:02:25 |         0.07 |         0.07 |       0.0022 |       0.0023 |          0.0100 |
|     116 |        9120 |       00:02:25 |         0.07 |         0.07 |       0.0021 |       0.0023 |          0.0100 |
|     116 |        9150 |       00:02:26 |         0.07 |         0.07 |       0.0022 |       0.0023 |          0.0100 |
|     117 |        9180 |       00:02:26 |         0.07 |         0.07 |       0.0023 |       0.0023 |          0.0100 |
|     117 |        9210 |       00:02:27 |         0.06 |         0.07 |       0.0020 |       0.0022 |          0.0100 |
|     117 |        9240 |       00:02:27 |         0.07 |         0.07 |       0.0022 |       0.0023 |          0.0100 |
|     118 |        9270 |       00:02:27 |         0.07 |         0.07 |       0.0021 |       0.0022 |          0.0100 |
|     118 |        9300 |       00:02:28 |         0.06 |         0.07 |       0.0021 |       0.0022 |          0.0100 |
|     119 |        9330 |       00:02:28 |         0.07 |         0.07 |       0.0023 |       0.0022 |          0.0100 |
|     119 |        9360 |       00:02:29 |         0.06 |         0.07 |       0.0020 |       0.0022 |          0.0100 |
|     119 |        9390 |       00:02:29 |         0.07 |         0.07 |       0.0025 |       0.0022 |          0.0100 |
|     120 |        9420 |       00:02:30 |         0.07 |         0.07 |       0.0021 |       0.0023 |          0.0100 |
|     120 |        9450 |       00:02:30 |         0.07 |         0.07 |       0.0025 |       0.0022 |          0.0100 |
|     120 |        9480 |       00:02:30 |         0.07 |         0.07 |       0.0022 |       0.0022 |          0.0100 |
|     121 |        9510 |       00:02:31 |         0.06 |         0.07 |       0.0020 |       0.0022 |          0.0100 |
|     121 |        9540 |       00:02:31 |         0.07 |         0.07 |       0.0022 |       0.0023 |          0.0100 |
|     122 |        9570 |       00:02:32 |         0.06 |         0.07 |       0.0021 |       0.0023 |          0.0100 |
|     122 |        9600 |       00:02:32 |         0.06 |         0.07 |       0.0021 |       0.0022 |          0.0100 |
|     122 |        9630 |       00:02:33 |         0.06 |         0.07 |       0.0021 |       0.0023 |          0.0100 |
|     123 |        9660 |       00:02:33 |         0.06 |         0.07 |       0.0021 |       0.0022 |          0.0100 |
|     123 |        9690 |       00:02:33 |         0.07 |         0.07 |       0.0025 |       0.0023 |          0.0100 |
|     124 |        9720 |       00:02:34 |         0.06 |         0.07 |       0.0018 |       0.0023 |          0.0100 |
|     124 |        9750 |       00:02:34 |         0.07 |         0.07 |       0.0022 |       0.0022 |          0.0100 |
|     124 |        9780 |       00:02:35 |         0.06 |         0.07 |       0.0020 |       0.0022 |          0.0100 |
|     125 |        9810 |       00:02:35 |         0.07 |         0.07 |       0.0022 |       0.0022 |          0.0100 |
|     125 |        9840 |       00:02:36 |         0.06 |         0.07 |       0.0021 |       0.0022 |          0.0100 |
|     125 |        9870 |       00:02:36 |         0.06 |         0.07 |       0.0021 |       0.0023 |          0.0100 |
|     126 |        9900 |       00:02:37 |         0.06 |         0.07 |       0.0020 |       0.0022 |          0.0100 |
|     126 |        9930 |       00:02:37 |         0.06 |         0.07 |       0.0020 |       0.0023 |          0.0100 |
|     127 |        9960 |       00:02:38 |         0.07 |         0.07 |       0.0022 |       0.0022 |          0.0100 |
|     127 |        9990 |       00:02:38 |         0.07 |         0.07 |       0.0022 |       0.0022 |          0.0100 |
|     127 |       10020 |       00:02:38 |         0.06 |         0.07 |       0.0020 |       0.0022 |          0.0100 |
|     128 |       10050 |       00:02:39 |         0.06 |         0.07 |       0.0018 |       0.0023 |          0.0100 |
|     128 |       10080 |       00:02:39 |         0.06 |         0.07 |       0.0019 |       0.0023 |          0.0100 |
|     128 |       10110 |       00:02:40 |         0.06 |         0.07 |       0.0020 |       0.0022 |          0.0100 |
|     129 |       10140 |       00:02:40 |         0.06 |         0.07 |       0.0020 |       0.0022 |          0.0100 |
|     129 |       10170 |       00:02:41 |         0.06 |         0.07 |       0.0020 |       0.0022 |          0.0100 |
|     130 |       10200 |       00:02:41 |         0.07 |         0.07 |       0.0023 |       0.0022 |          0.0100 |
|     130 |       10230 |       00:02:42 |         0.06 |         0.07 |       0.0020 |       0.0022 |          0.0100 |
|     130 |       10260 |       00:02:42 |         0.07 |         0.07 |       0.0022 |       0.0022 |          0.0100 |
|     131 |       10290 |       00:02:42 |         0.06 |         0.07 |       0.0020 |       0.0022 |          0.0100 |
|     131 |       10320 |       00:02:43 |         0.07 |         0.07 |       0.0021 |       0.0022 |          0.0100 |
|     132 |       10350 |       00:02:43 |         0.06 |         0.07 |       0.0019 |       0.0022 |          0.0100 |
|     132 |       10380 |       00:02:44 |         0.06 |         0.07 |       0.0021 |       0.0022 |          0.0100 |
|     132 |       10410 |       00:02:44 |         0.06 |         0.07 |       0.0021 |       0.0022 |          0.0100 |
|     133 |       10440 |       00:02:45 |         0.07 |         0.07 |       0.0023 |       0.0022 |          0.0100 |
|     133 |       10470 |       00:02:45 |         0.07 |         0.07 |       0.0022 |       0.0022 |          0.0100 |
|     133 |       10500 |       00:02:45 |         0.06 |         0.07 |       0.0020 |       0.0022 |          0.0100 |
|     134 |       10530 |       00:02:46 |         0.06 |         0.07 |       0.0018 |       0.0022 |          0.0100 |
|     134 |       10560 |       00:02:46 |         0.06 |         0.07 |       0.0021 |       0.0022 |          0.0100 |
|     135 |       10590 |       00:02:47 |         0.07 |         0.07 |       0.0022 |       0.0023 |          0.0100 |
|     135 |       10620 |       00:02:47 |         0.07 |         0.07 |       0.0021 |       0.0022 |          0.0100 |
|     135 |       10650 |       00:02:48 |         0.07 |         0.07 |       0.0023 |       0.0021 |          0.0100 |
|     136 |       10680 |       00:02:48 |         0.06 |         0.07 |       0.0021 |       0.0022 |          0.0100 |
|     136 |       10710 |       00:02:48 |         0.07 |         0.07 |       0.0022 |       0.0022 |          0.0100 |
|     136 |       10740 |       00:02:49 |         0.06 |         0.07 |       0.0021 |       0.0021 |          0.0100 |
|     137 |       10770 |       00:02:49 |         0.06 |         0.07 |       0.0020 |       0.0021 |          0.0100 |
|     137 |       10800 |       00:02:50 |         0.07 |         0.07 |       0.0021 |       0.0021 |          0.0100 |
|     138 |       10830 |       00:02:50 |         0.06 |         0.07 |       0.0020 |       0.0021 |          0.0100 |
|     138 |       10860 |       00:02:51 |         0.07 |         0.07 |       0.0022 |       0.0022 |          0.0100 |
|     138 |       10890 |       00:02:51 |         0.07 |         0.07 |       0.0022 |       0.0022 |          0.0100 |
|     139 |       10920 |       00:02:51 |         0.07 |         0.07 |       0.0024 |       0.0021 |          0.0100 |
|     139 |       10950 |       00:02:52 |         0.06 |         0.07 |       0.0020 |       0.0022 |          0.0100 |
|     139 |       10980 |       00:02:52 |         0.07 |         0.07 |       0.0023 |       0.0021 |          0.0100 |
|     140 |       11010 |       00:02:53 |         0.06 |         0.07 |       0.0020 |       0.0022 |          0.0100 |
|     140 |       11040 |       00:02:53 |         0.06 |         0.07 |       0.0020 |       0.0022 |          0.0100 |
